class,uid,assigned_type,assigned_key,call_offset,UID,DRIVER,NUMBER,TEAM,Livery,Pin,InteriorConfig,DriverImages,Selectable,AIDriverProfile,Series,BaseArcName,LastWonSprintCup
DRIVERCONFIG_c,18340,,18340,0x17C02,18340,"DRIVER_c(1108, S_DRIVER_K_HARVICK, None, False, S_HT_BAKERSFIELD, 129436680, True, RCR29KHarvick, 131793153, False, True)","DRIVERNUMBER_c(9695, W:\NAS2\Hud\2012\numbers\29_Harvick.tga, 29_KEVINHARVICK)","RACETEAM_c(1333, S_TEAM_RCR, None, RCRracing)","LIVERIE_c(18785, DLC_LIV_29_HARVICK_2013, BaseColour_c(106, 181, 0), S_SCHEME_DAYTONA, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22327, 1, None, None)",DRIVERPORTRAIT_c(7394),True,AIRACEDRIVERPROFILE_c(3246),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, IMGSPRINTCUP2013.ARC, [], [], 2013, False, None)",2013_HARVICK,129106177
DRIVERCONFIG_c,18341,,18341,0x17C35,18341,"DRIVER_c(9663, S_DRIVER_A_DILLON, None, False, S_STATE_NORTH_CAROLINA, 130417691, True, austindillon3, 129106177, False, False)","DRIVERNUMBER_c(18296, W:\nas2\Hud\2012\numbers\33_Dillon.tga, 33_AUSTINDILLON)","RACETEAM_c(1333, S_TEAM_RCR, None, RCRracing)","LIVERIE_c(18788, DLC_LIV_33_DILLON_2013, BaseColour_c(106, 181, 0), S_SCHEME_DAYTONA, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22330, 1, None, None)",DRIVERPORTRAIT_c(18295),True,AIRACEDRIVERPROFILE_c(3228),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, IMGSPRINTCUP2013.ARC, [], [], 2013, False, None)",2013_DILLON,129106177
DRIVERCONFIG_c,18342,,18342,0x17C68,18342,"DRIVER_c(5758, S_DRIVER_D_PATRICK, None, False, S_HT_BELOIT, 129893145, False, DanicaPatrick, 129106177, False, False)","DRIVERNUMBER_c(9705, W:\NAS2\Hud\2012\numbers\10_Patrick.tga, 10_DANICAPATRICK)","RACETEAM_c(1351, S_TEAM_SHR, None, StewartHaasRcng)","LIVERIE_c(18770, DLC_LIV_10_PATRICK_2013, BaseColour_c(106, 181, 0), S_SCHEME_DAYTONA, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22319, 1, None, None)",DRIVERPORTRAIT_c(7407),True,AIRACEDRIVERPROFILE_c(6922),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, IMGSPRINTCUP2013.ARC, [], [], 2013, False, None)",2013_PATRICK,129106177
DRIVERCONFIG_c,18343,,18343,0x17C9B,18343,"DRIVER_c(1138, S_DRIVER_M_TRUEX_JR, None, False, S_HT_MAYETTA, 129762845, True, MartinTruexJr56, 129106177, True, False)","DRIVERNUMBER_c(9688, W:\NAS2\Hud\2012\numbers\56_Truex_Jr.tga, 56_MARTINTRUEXJR)","RACETEAM_c(1354, S_TEAM_MWR, None, MWRteam)","LIVERIE_c(18799, DLC_LIV_56_TRUEX_JR_2013, BaseColour_c(106, 181, 0), S_SCHEME_DAYTONA, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22330, 1, None, None)",DRIVERPORTRAIT_c(7387),True,AIRACEDRIVERPROFILE_c(3259),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, IMGSPRINTCUP2013.ARC, [], [], 2013, False, None)",2013_TRUEXMARTIN,129106177
DRIVERCONFIG_c,18344,,18344,0x17CCE,18344,"DRIVER_c(1125, S_DRIVER_J_MONTOYA, None, False, S_HT_BOGOTA, 129435924, True, JPMontoya, 131727617, True, False)","DRIVERNUMBER_c(9673, W:\NAS2\Hud\2012\numbers\42_Montoya.tga, 42_JUANPABLOMONTOYA)","RACETEAM_c(1349, S_TEAM_EGR, None, EGRTeams)","LIVERIE_c(18793, DLC_LIV_42_MONTOYA_2013, BaseColour_c(106, 181, 0), S_SCHEME_DAYTONA, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22342, 1, None, None)",DRIVERPORTRAIT_c(7396),True,AIRACEDRIVERPROFILE_c(3254),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, IMGSPRINTCUP2013.ARC, [], [], 2013, False, None)",2013_MONTOYA,129106177
DRIVERCONFIG_c,18345,,18345,0x17D01,18345,"DRIVER_c(1095, S_DRIVER_K_BUSCH_01, None, False, S_HT_LAS_VEGAS, 129632260, True, kurtbusch, 131793153, True, True)","DRIVERNUMBER_c(9676, W:\NAS2\Hud\2012\numbers\78_Smith.tga, 78_REGANSMITH)","RACETEAM_c(1355, S_TEAM_FRR, None, FR78Racing)","LIVERIE_c(21948, DLC_LIV_78_BUSCH_2013, BaseColour_c(106, 181, 0), S_SCHEME_DAYTONA, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22324, 1, None, None)",DRIVERPORTRAIT_c(21851),True,AIRACEDRIVERPROFILE_c(3231),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, IMGSPRINTCUP2013.ARC, [], [], 2013, False, None)",2013_BUSCHKURT,131334401
DRIVERCONFIG_c,18346,,18346,0x17D34,18346,"DRIVER_c(1117, S_DRIVER_J_LOGANO, None, False, S_HT_MIDDLETOWN, 130417944, True, joeylogano, 129106177, True, False)","DRIVERNUMBER_c(22343, W:\NAS2\Hud\2012\numbers\22_Allmendinger.tga, 22_JOEYLOGANO)","RACETEAM_c(1336, S_TEAM_PR_01, None, penskeracing)","LIVERIE_c(21945, DLC_LIV_22_LOGANO_2013, BaseColour_c(106, 181, 0), S_SCHEME_DAYTONA, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22331, 1, None, None)",DRIVERPORTRAIT_c(21844),True,AIRACEDRIVERPROFILE_c(3244),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, IMGSPRINTCUP2013.ARC, [], [], 2013, False, None)",2013_LOGANO,129106177
DRIVERCONFIG_c,18347,,18347,0x17D67,18347,"DRIVER_c(1107, S_DRIVER_D_HAMLIN, None, False, S_HT_CHESTERFIELD, 129764114, True, dennyhamlin, 131793153, False, True)","DRIVERNUMBER_c(9682, W:\NAS2\Hud\2012\numbers\11_Hamlin.tga, 11_DENNYHAMLIN)","RACETEAM_c(1335, S_TEAM_JGR, None, joegibbsracing)","LIVERIE_c(18771, DLC_LIV_11_HAMLIN_2013, BaseColour_c(106, 181, 0), S_SCHEME_DAYTONA, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22340, 1, None, None)",DRIVERPORTRAIT_c(7408),True,AIRACEDRIVERPROFILE_c(3236),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, IMGSPRINTCUP2013.ARC, [], [], 2013, False, None)",2013_HAMLIN,129106177
DRIVERCONFIG_c,18348,,18348,0x17D9A,18348,"DRIVER_c(1124, S_DRIVER_C_MEARS, None, False, S_HT_BAKERSFIELD, 129630988, True, CaseyMears13, 129106177, False, False)","DRIVERNUMBER_c(9711, W:\nas2\Hud\2012\numbers\13_Mears.tga, 13_CASEYMEARS)","RACETEAM_c(1352, S_TEAM_GR, None, GermainRacing)","LIVERIE_c(18773, DLC_LIV_13_MEARS_2013, BaseColour_c(106, 181, 0), S_SCHEME_DAYTONA, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22330, 1, None, None)",DRIVERPORTRAIT_c(14613),True,AIRACEDRIVERPROFILE_c(3365),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, IMGSPRINTCUP2013.ARC, [], [], 2013, False, None)",2013_MEARS,129106177
DRIVERCONFIG_c,18349,,18349,0x17DCD,18349,"DRIVER_c(1100, S_DRIVER_D_EARNHARDT_JR, None, False, S_HT_KANNAPOLIS, 129370634, True, , 129106177, True, True)","DRIVERNUMBER_c(9681, W:\NAS2\Hud\2012\numbers\88_Earnhardt_Jr.tga, 88_DALEEARNHARDTJR)","RACETEAM_c(1340, S_TEAM_HM, None, TeamHendrick)","LIVERIE_c(18806, DLC_LIV_88_EARNHARDT_JR_2013, BaseColour_c(106, 181, 0), S_SCHEME_DAYTONA, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22315, 1, None, None)",DRIVERPORTRAIT_c(7410),True,AIRACEDRIVERPROFILE_c(3265),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, IMGSPRINTCUP2013.ARC, [], [], 2013, False, None)",2013_EARNHARDT,129106177
DRIVERCONFIG_c,18350,,18350,0x17E00,18350,"DRIVER_c(1129, S_DRIVER_D_RAGAN, None, False, S_HT_UNADILLA, 130092056, True, DavidRagan, 131793153, True, False)","DRIVERNUMBER_c(9674, W:\NAS2\Hud\2012\numbers\34_Ragan.tga, 34_DAVIDRAGAN)","RACETEAM_c(1327, S_TEAM_FRM, None, FrontRowNASCAR)","LIVERIE_c(18789, DLC_LIV_34_RAGAN_2013, BaseColour_c(106, 181, 0), S_SCHEME_DAYTONA, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22321, 1, None, None)",DRIVERPORTRAIT_c(7406),True,AIRACEDRIVERPROFILE_c(3233),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, IMGSPRINTCUP2013.ARC, [], [], 2013, False, None)",2013_RAGAN,129106177
DRIVERCONFIG_c,21847,,21847,0x17E33,21847,"DRIVER_c(21846, S_DRIVER_T_PASTRANA, None, False, S_BLANK, 129960712, True, , 129106177, False, False)","DRIVERNUMBER_c(9704, W:\nas2\Hud\2012\numbers\6_Stenhouse_Jr.tga, 6_RICKYSTENHOUSEJR)","RACETEAM_c(1331, S_TEAM_RFR, None, roushfenway)","LIVERIE_c(21947, DLC_LIV_6_PASTRANA_2013, BaseColour_c(106, 181, 0), S_SCHEME_DAYTONA, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22337, 1, None, None)",DRIVERPORTRAIT_c(21859),True,AIRACEDRIVERPROFILE_c(12391),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, IMGSPRINTCUP2013.ARC, [], [], 2013, False, None)",2013_PASTRANA,129106177
DRIVERCONFIG_c,21873,,21873,0x17E66,21873,"DRIVER_c(1131, S_DRIVER_D_REUTIMANN, None, False, S_HT_ZEPHYRHILLS, 129106690, True, , 131727617, True, False)","DRIVERNUMBER_c(11440, W:\nas2\Hud\2012\numbers\83_Cassill.tga, 83_CASSILL)","RACETEAM_c(10518, S_TEAM_BKRACING, None, BKRacing8393)","LIVERIE_c(21949, DLC_LIV_83_REUTIMANN_2013, BaseColour_c(106, 181, 0), S_SCHEME_DAYTONA, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22324, 1, None, None)",DRIVERPORTRAIT_c(21872),True,AIRACEDRIVERPROFILE_c(3356),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, IMGSPRINTCUP2013.ARC, [], [], 2013, False, None)",2013_REUTIMANN,129106177
DRIVERCONFIG_c,22361,,22361,0x17E99,22361,"DRIVER_c(2491, S_DEFAULT_PLAYER_NAME, None, True, S_HT_PHOENIX, 129762588, True, , 129106177, False, False)","DRIVERNUMBER_c(2493, W:\nas2\Hud\NEW\numbers\53-CHEVROLET_01.tga, 35_CUSTOMGENERIC)","RACETEAM_c(2495, S_DEFAULT_TEAM_NAME, None, )","LIVERIE_c(12602, TELEMETRYCHEVROLET, BaseColour_c(0, 0, 180), S_LIV_PRIMARY, None, False, False, None, 0, None, False, None, False, 0)","DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)","DRIVERINTERIORCONFIG_c(22330, 1, None, None)",DRIVERPORTRAIT_c(7485),True,AIRACEDRIVERPROFILE_c(3228),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, IMGSPRINTCUP2013.ARC, [], [], 2013, False, None)",CUSTOMGENERIC2013,129106177
DRIVERCONFIG_c,22362,,22362,0x17ECC,22362,None,None,None,None,"DRIVERPIN_c(1733, S_XG_COUNTRY_USA, USA)",None,None,False,AIRACEDRIVERPROFILE_c(3228),"RACESERIES_c(18306, S_SERIES_SPRINT_CUP, 18307, IMGSPRINTCUP2013.ARC, [], [], 2013, False, None)",CUSTOMGENERICFEMALE2013,129106177
